Name,ShortPassing,Dribbling,LongPassing,BallControl
J. Verdugo,59,56,58,63
A. Hasegawa,63,60,60,65
J. Marulanda,55,56,46,54
M. Vallecilla,56,52,54,56
P. Choroba,59,56,41,60
D. Guidi,51,36,44,44
W. Decas,60,64,55,65
M. Marić,23,19,20,15
M. Tombakti,65,54,53,58
A. Castro-Montes,67,63,61,63
L. Hemmerich,63,58,61,64
E. García,33,32,35,39
L. Reddy,17,10,18,19
G. Ávalos,40,50,27,55
N. Sakurauchi,65,64,62,65
H. Ndam,47,44,42,44
Ricardo Friedrich,18,15,20,17
Jeong Tae Wook,42,26,36,31
M. Lode,57,54,51,55
S. Rhein,67,55,64,59
O. Karlsson,57,58,35,62
F. Arkenberg,55,57,51,50
D. Pérez,64,67,61,63
Rubén Enri,60,55,36,58
M. Simon,48,52,37,61
P. Magnín,61,72,45,58
A. Mostafa,63,66,57,64
T. Aldred,49,24,33,44
João Pereira,57,56,55,59
F. Álvarez,53,56,45,52
V. Gyökeres,55,67,40,60
P. Beruatto,58,52,55,54
E. Dahlin,36,9,29,38
J. Papaleo,18,14,17,13
D. Šarić,67,62,62,62
T. Field,62,63,54,63
D. Córdoba,53,56,46,56
E. Figueroa,61,60,60,62
J. Shea,12,12,29,23
A. Al Nazera,65,63,61,61
Zheng Kaimu,54,38,52,48
S. Humphrys,51,58,38,63
D. Sterling,54,69,40,55
K. Michalak,61,62,55,61
E. Ogude,52,63,35,62
K. Kennedy,45,34,46,49
C. Koca,67,58,66,59
O. Balanta,63,62,54,61
A. Karazor,65,55,63,63
T. Doornbusch,22,14,18,18
S. Polat,31,64,36,47
A. Lassiter,46,64,30,58
G. Miller,53,56,34,59
C. Brittain,61,64,54,59
J. Champness,57,64,35,65
E. Jonassen Sætervik,57,58,57,62
C. Kane,44,67,53,65
M. Brouwer,24,18,21,26
P. Maronilli,49,41,42,44
M. Frankoch,64,53,59,59
L. Bender,62,49,59,54
A. Ildız,65,62,60,58
A. Dabo,69,63,67,67
S. Odey,46,58,29,60
M. Zemzemi,61,73,51,68
T. Takagi,59,63,49,52
I. Cissé,66,62,61,64
R. Kaib,64,61,65,64
S. Adekoya,59,61,45,61
F. Motori,57,68,58,68
I. Diarra,51,71,49,62
L. Price,25,12,13,21
T. Socha,59,56,55,63
V. Tankovskyi,68,60,64,67
A. Adouyev,62,72,64,69
I. Dresevic,64,56,62,58
J. Devitt,57,67,55,53
P. Maiorino,66,61,50,61
Kim Ji Min,50,64,36,64
S. Dooley,59,63,56,62
B. White,59,40,64,44
A. Sevinç,58,62,52,60
P. Struijk,57,42,58,54
J. Estrada,24,9,25,13
M. Reuvers,63,60,60,63
F. Pereyra,36,37,29,27
S. Poulsen,67,67,58,64
A. Cervantes,69,56,65,60
I. Marega,36,32,29,35
S. Czajkowski,49,60,29,62
M. Insaurralde,71,64,62,61
P. Heigre,29,12,27,22
K. Garcia,59,23,52,39
A. Edun,64,65,59,60
S. Cordero,63,49,57,59
J. Ramírez,18,6,15,12
C. Jones,64,65,61,65
A. Nabi,60,65,45,63
D. Al Saeed,23,19,21,16
B. Meredith,39,15,36,17
L. Cole,59,67,49,61
F. Medina,49,58,35,59
D. Anyembe,57,56,50,59
Meseguer,49,45,40,51
C. Roberts,59,66,48,61
O. Rommens,64,58,63,62
J. Robinson,53,36,44,43
B. Collins,29,20,26,27
R. Torres,69,61,62,65
J. Méndez,62,66,54,70
W. Bracamonte,59,64,54,63
I. Pedrelli,59,66,39,65
Kim Jong Min,47,55,25,57
E. Nolan,55,51,50,55
M. Cortés,61,63,56,59
R. Hunt,53,61,42,60
C. Dyson,55,55,47,61
P. O'Connor,48,26,47,40
N. Beyer,53,31,46,44
F. Gattoni,59,33,26,59
J. Ayala,54,49,49,58
Oh Se Hun,45,57,24,60
A. Donkor,56,63,44,61
S. Condé,51,26,47,42
A. Nicholls,53,55,41,56
H. Souttar,55,50,53,60
Kim Min Tae,70,45,61,63
E. Cicerelli,54,68,42,65
T. Miller,62,49,58,58
J. Trtovac,36,26,28,34
J. Sterry,52,60,46,57
H. Al Shuwaysh,54,47,38,53
A. Andersson,64,60,62,65
E. Sánchez,68,53,59,64
J. Willock,64,62,62,62
C. Wehan,69,60,60,59
S. Kchouk,57,60,50,45
M. Bridge,59,62,35,60
Xu Xin,62,53,55,55
M. Gallegos,51,63,32,52
P. Kpozo,60,63,59,62
K. Fila,63,55,55,59
A. May,57,64,30,57
Y. Akgün,56,67,40,65
F. Buchacher,50,55,54,51
C. Thompson,63,60,59,60
E. Vignato,68,69,62,69
F. Otárola,28,30,20,34
N. Kikuchi,61,47,55,59
B. Bingham,66,58,63,64
N. Lemus,52,54,59,51
J. Aros,50,37,42,53
A. Sissako,65,59,60,63
F. Sivetti,69,62,66,64
Jorge Mier,58,56,42,61
S. Schreck,63,68,59,64
A. Dursun,45,58,42,62
A. Ciss,66,59,64,66
F. Al Shammari,22,16,18,15
Raúl Vallejo,66,57,60,64
J. Ščuk,64,67,62,67
G. Postma,63,60,59,58
M. Sejmenovic,46,38,44,46
Jiang Jihong,51,30,46,27
Y. Valery,41,65,30,57
L. Marseiler,58,64,45,61
C. Kouan,65,67,62,65
J. Łukowski,60,57,55,58
C. Harries,59,53,58,61
P. Knechtel,39,48,40,47
R. Lopes,51,48,50,54
N. Phillips,56,33,45,40
W. Hesl,23,7,22,13
S. Mohlin,29,12,32,31
M. Ošs,35,26,29,35
N. Mohammad,58,50,52,58
J. Ruffels,67,57,63,65
G. Smith,59,55,55,55
S. Bennett,44,39,42,49
D. Frieser,64,54,55,62
J. Burkardt,62,75,46,62
A. Lupu,53,55,45,55
Wang Jinxian,62,68,56,64
A. Maziero,54,55,36,60
K. Moreno,47,29,33,39
Jose,55,53,34,54
Eliseo Falcón,55,44,38,39
S. Ramizi,59,62,55,62
J. Flannigan,71,66,66,64
P. Halder,67,53,62,49
H. Adıgüzel,65,60,63,64
S. Strømnes,55,41,52,54
K. Pestka,62,56,52,54
M. Kolar,59,59,38,57
F. Brügmann,51,61,38,58
B. Urbański,69,58,65,61
M. Schüler,36,30,31,36
P. Erhardt,61,58,59,65
V. Sköld,56,55,43,58
K. Knoyle,55,57,44,57
J. Torres,60,65,51,53
J. Coustrain,57,64,51,65
W. Mosquera,21,19,22,20
M. Chouiar,60,65,58,62
B. Héry,65,60,61,63
A. Nilsson,59,62,55,59
B. Figueroa,63,62,54,61
R. de la Rosa,62,57,35,57
M. Sagnan,56,38,50,46
Z. Bakayogo,57,62,56,61
N. Barona,57,64,48,63
J. Sierra,52,58,40,61
A. Ryczkowski,57,63,47,64
L. Jonsson,23,11,23,19
C. Reppesgård,53,53,46,57
B. Allain,24,21,24,23
M. Uusitalo,14,8,18,13
T. Alarcón,58,41,56,60
J. Chianese,61,58,50,64
K. Howkins,53,44,47,51
B. Galindo,44,35,45,37
I. Minchev,71,67,66,54
A. Zekaj,65,55,60,56
T. Vaiho,18,16,21,16
L. Sotomayor,28,14,17,17
B. Kennedy,55,59,40,64
N. Baxter,30,14,31,31
E. Rueda,53,64,48,60
R. Hepburn-Murphy,54,67,40,60
K. Gipson,56,57,40,55
I. Hajtić,45,33,40,38
J. Vollert,60,55,53,58
K. Zapolnik,50,58,42,60
G. Gül,58,45,49,52
S. Klaas,67,64,56,64
C. O'Malley,28,13,24,17
F. Al Aiyaf,64,65,60,64
L. Mosevich,38,31,30,40
R. Porteous,47,40,38,37
H. Mörschel,54,65,35,64
G. Sağlam,68,63,56,65
B. Bödvarsson,56,51,49,58
F. Geisler,60,64,56,64
G. Omotayo,57,44,35,57
D. Rogers,30,14,24,27
A. Zendejas,29,14,22,22
T. Chorý,49,48,21,44
J. Vázquez,44,63,37,57
Yun Ju Tae,58,58,56,55
T. Masuda,15,10,29,10
L. Lauberbach,63,63,54,59
Y. Clementia,29,11,31,23
D. Orlishausen,24,11,23,19
D. Whitaker,64,56,57,65
A. Khormi,52,62,38,60
L. Marić,64,56,58,58
F. Benko,65,65,63,66
Liu Zhenli,14,12,19,25
M. Piccinocchi,66,57,65,66
A. Paşcanu,43,58,35,60
A. Al Harbi,55,49,46,50
Kim Gyeong Min,30,16,21,20
R. González,62,61,56,64
Song Soo Yeong,53,62,50,65
Y. Nakazawa,62,40,59,63
A. Al Ammar,66,61,62,64
J. Ibehre,58,59,47,59
Jeong Dong Yun,61,52,57,57
M. Harzan,64,66,57,59
G. Hatano,20,14,28,16
Li Yuanyi,62,60,57,60
M. Dobre,52,67,45,62
N. Fernández,62,38,49,49
M. López,55,60,38,58
C. Dilo,30,23,28,20
J. Beste,62,62,52,64
D. Thomas,63,59,54,57
E. Edwards Jr.,30,16,23,18
A. Al Jadani,33,15,28,18
M. Engelhardt,23,18,23,19
C. Yüksel,68,63,64,65
T. Casali,26,10,13,20
D. Jaiyesimi,54,62,50,58
Y. Bisseck,50,39,39,48
A. Sarr,44,66,35,63
T. Svendsen,64,68,58,64
J. Williams,63,63,49,60
B. Risa,60,64,54,64
D. Contreras,65,52,57,64
B. Halliday,59,61,54,58
L. Dietz,63,52,57,57
N. Al Omran,66,54,62,57
Parra,43,70,35,49
R. Taylor,33,12,33,17
C. Thomas,62,52,63,60
O. Ómarsson,62,49,56,54
S. Kopp,49,32,35,48
Chen Binbin,56,63,46,56
M. Toye,47,63,25,60
Cordero,28,6,28,12
N. Jackson,48,56,25,55
B. Källman,54,59,40,55
L. Cueto,52,66,40,63
Guillamón,57,45,47,58
P. Camara,30,15,20,24
W. Cuesta,24,17,25,25
Campos,26,5,16,12
F. Plach,24,10,23,18
H. Belal,61,50,54,56
D. Foulon,56,61,57,62
L. Fritzson,64,65,61,65
P. Da Silva,60,64,57,64
K. Skaanes,64,66,61,67
I. Ugbo,58,55,28,59
C. Operi,64,67,58,67
C. Köppel,54,55,51,59
C. Dickinson,58,54,56,61
T. Robinet,62,58,52,59
Yeremi Valerón,55,62,27,51
S. Finley,62,60,60,60
A. Bruhn,63,64,53,65
M. Amundsen,54,62,50,61
T. Vollnhofer,25,10,27,25
N. Atangana,62,54,59,61
D. Tchamba,40,35,26,40
A. Kartalis,64,64,60,62
J. Victoria,50,59,33,58
E. Orona,68,53,62,54
K. Yamaguchi,60,54,53,60
Angel Sánchez,57,57,59,59
B. Kindsvater,58,60,54,59
N. Laursen,57,69,54,68
L. Bolton,59,57,51,62
R. Miller,47,54,43,54
P. Kotal,53,53,47,56
F. Saavedra,62,63,59,63
J. Lorch,58,57,50,61
M. Hosseini,62,30,44,52
I. Aguilar,65,53,61,59
Gorka Giralt,21,9,22,10
T. Kainz,56,54,58,57
D. Barnes,40,22,38,32
T. Buitink,53,60,36,68
H. Eisa,56,56,50,51
D. Hyam,52,27,44,42
T. Denton,58,59,55,61
B. Ziegenbein,59,64,54,63
Adrià Pedrosa,60,60,55,63
A. Stadler,54,61,47,55
Li Xiaoming,64,53,56,56
R. Muhammed,53,63,41,58
M. Al Mania,51,63,31,63
A. López,65,67,57,65
L. Ralte,55,60,48,62
M. Payares,33,30,31,29
F. Sucsuz,64,61,59,58
C. Cásseres Jr,64,66,62,67
K. Etuhu,61,58,62,60
A. Al Saleh,27,15,25,17
Zheng Dalun,58,67,55,65
H. Charsley,68,63,68,67
Giovanni,59,66,51,60
M. Barnofsky,45,30,35,46
H. Dunk,52,61,51,58
T. Galdames,61,38,58,46
S. Ando,22,9,12,19
A. Dabasse,57,58,44,61
S. Mladenovic,51,59,46,60
J. Hessenthaler,67,57,59,62
Fran Sánchez,60,63,54,59
M. Funk,20,12,17,13
S. Amuzie,44,55,44,54
C. Villanueva,64,66,60,64
Wang Fan,48,66,44,64
A. Egholm,36,19,40,52
B. Koglin,52,36,45,54
D. Tuma,58,66,49,60
J. Thorsen,61,59,60,59
Álex Dos Santos,16,11,18,10
M. Awoudja,57,34,53,43
S. Brodersen,26,14,24,21
Ryu Jae Moon,68,53,65,57
L. Alzugaray,65,65,60,67
I. Franjic,63,63,53,63
M. Mara,59,61,55,65
A. Brorsson,45,36,48,45
O. Petrak,63,58,63,59
Rafael Camacho,59,63,55,64
P. Will,72,60,65,59
A. Dønnum,61,63,54,62
S. Tanser,55,51,53,59
K. Danielak,56,56,58,59
Y. Diouf,51,12,38,15
Brian Torres,60,55,56,57
L. Jackson,41,35,33,39
Aitor Lorea,59,61,42,60
A. Pinga,50,56,34,56
N. Andereggen,57,67,49,59
M. Ambrosiewicz,64,57,62,59
M. Forss,45,41,32,55
B. Álvarez,27,65,26,54
P. Michael,49,59,47,60
J. Wallace,64,50,62,61
A. Helmersen,48,56,37,59
A. Yildirim,52,58,34,60
Ángel López,64,65,56,61
D. Byrtek,33,25,39,30
D. Telford,54,56,31,60
S. Old,50,46,39,51
H. Tifner,76,53,74,68
Jiang Jiajun,42,53,51,48
S. Erimuya,37,35,34,54
F. Obilor,42,39,49,44
K. Partida,65,54,55,55
R. Laidlaw,27,14,23,18
S. van Hooijdonk,58,59,43,64
F. Mac Allister,68,63,65,64
A. Fontana,58,56,37,65
E. Ojeda,68,58,63,61
Y. Mamilonne,54,52,47,59
B. Gaye,25,8,29,15
Iñaki Peña,26,12,24,18
F. Dornebusch,28,17,20,19
F. Arbeláez,55,59,47,55
E. Gutiérrez,63,50,61,60
J. Vásquez,60,34,58,54
T. Björkström,51,49,52,54
J. McCourt,63,50,61,61
Álex Mozo,65,65,61,69
J. Klinsmann,26,19,19,19
Y. Fofana,64,65,54,60
K. Koussou,60,64,50,56
M. Ortega,20,9,29,15
J. Mäder,54,61,41,62
O. Leguizamón,65,62,52,65
M. Pawelec,61,51,55,62
T. Bonga,54,67,27,64
Kiki,43,61,33,43
M. Warcholak,59,51,56,49
Romero,57,64,55,66
S. Puri,57,56,53,63
Kim Yong Jin,58,56,33,61
S. Moussa,54,55,28,54
Luis Díaz,73,61,71,59
L. Ameka Autchanga,55,68,35,64
J. Vega,60,61,50,62
Y. Gutiérrez,30,14,28,25
L. Daschner,65,59,53,61
T. Goppel,61,64,55,62
M. Rodas,61,67,45,67
F. Quiroz,60,60,56,57
R. Idda,39,30,35,30
M. Petrasso,59,64,55,62
J. Angulo,66,60,62,61
M. Thalhammer,67,57,66,65
J. Hildebrandt,61,59,56,63
Robert,71,70,59,50
M. O'Leary,30,13,17,19
A. Ståhl,63,66,51,60
R. Griffiths,52,51,37,53
Iván,61,62,60,51
G. Taft,60,42,57,52
H. Johansen,51,47,31,61
S. Facey,61,56,51,59
V. Golemić,32,30,24,38
F. Álvarez,50,36,36,51
J. Asiri,47,59,36,58
J. Melling,62,52,59,56
G. Leigh,51,62,51,57
Lee Jae Ik,51,27,42,39
Tang Jiashu,56,46,46,46
J. Keohane,64,64,58,63
S. Boyd,54,43,56,56
Darío Poveda,57,61,45,60
A. Al Fiqi,61,64,55,62
E. Fernández,30,8,38,16
J. Bonham,46,19,51,22
D. Haspolat,66,64,59,65
R. Yamazaki,58,67,35,63
M. Hazazi,56,63,56,49
Y. Otayn,59,53,56,58
G. Coke,64,55,62,60
D. Lanius,40,31,45,43
Ha Sung Min,64,49,58,61
I. La Rocca,61,52,54,55
A. Hazazi,64,62,58,65
N. Tiknizyan,62,64,49,63
B. Pindroch,25,20,28,25
N. Heidemann,55,58,54,56
S. Mbakata,48,54,38,47
R. Harley,62,62,61,63
P. Hercher,61,59,50,60
L. Balerdi,41,31,30,37
G. Guerrieri,27,16,19,20
L. Kramer,38,30,30,39
A. Tozzo,27,14,26,14
A. Domínguez,68,62,65,63
A. Melo,61,65,56,61
S. Al Qeshtah,54,44,43,48
J. Partington,63,54,59,61
M. Gillespie,34,17,35,29
D. Gyollai,30,16,21,20
J. Cook,61,56,55,59
T. Hudson-Wihongi,62,57,61,60
J. Tuominen,45,59,45,55
T. Smith,19,12,30,18
Kim Young Sin,58,63,60,64
Li Songyi,65,58,64,57
R. Wulle,22,10,20,22
A. Al Khulaif,49,65,42,64
A. Fontana,62,60,57,61
P. Prado,63,48,61,54
M. Rocca,65,58,61,64
J. Vogliotti,48,51,41,59
K. Yoshino,42,25,29,31
Liu Yang,57,52,49,53
D. Moreno,49,59,45,50
M. Comba,59,63,37,60
L. Gambin,56,67,56,66
E. Maanane,51,63,36,58
M. Meneses,66,48,58,63
T. Børkeeiet,63,58,58,62
A. Bennett,42,19,31,41
M. Martic,65,54,64,65
Chico,62,57,62,60
J. Lindsey,60,60,57,59
D. Vlahovic,60,55,38,55
Miquel Parera,20,12,18,21
Diego Pampín,59,51,40,57
J. Suárez,64,65,55,64
M. Reule,27,14,21,22
Bai Yuefeng,54,53,48,58
V. Müller,65,58,56,63
C. Ferreira,70,61,67,63
J. Houghton,68,54,67,64
N. Smith,30,22,24,30
L. Carillo,50,42,41,47
S. Ruiz,39,55,34,51
L. Amarilla,55,65,38,52
S. Ormeño,51,55,34,56
P. Petrović,61,65,58,64
R. Callachan,70,54,67,57
Leandro,11,23,13,22
Zhong JinBao,59,57,58,58
Park Dae Han,17,8,27,12
D. Burgzorg,62,64,41,67
Marcus Vinícius,63,70,57,62
V. Wernersson,65,57,59,64
Roger Riera,48,46,39,54
N. Blissett,48,49,34,61
F. Sulmoni,52,45,53,51
M. Harrer,57,62,44,61
M. Havekotte,31,20,28,27
S. Bastoni,63,63,55,64
A. Rinomhota,64,63,57,64
J. Caletti,64,60,61,62
G. Ray,32,49,31,47
Zhang Chenglin,54,57,52,58
L. Mokhevishvili,69,62,58,61
V. Myhra,29,17,21,16
Chen Hao,48,36,46,55
M. Ferreira,63,60,58,62
M. Moënza,52,49,55,58
A. Swolfs,29,12,25,17
K. Machida,46,23,52,48
A. Babacan,68,67,62,61
K. Gutiérrez,63,60,64,59
K. Appiah-Kubi,56,68,54,58
P. Keegan,62,48,58,62
K. Woolery,45,61,39,58
J. Vagnoman,63,64,39,61
A. Kostić,58,65,51,62
B. Nugent,43,22,45,38
S. Habergham,56,54,53,56
H. Ayaroğlu,79,60,74,64
J. Brandon,66,62,63,63
E. Omondi,60,62,58,60
R. Alvarez,61,64,60,63
B. Purkiss,57,48,58,59
T. Basila,51,30,46,61
M. Rose,59,59,58,61
Y. Schmid,43,35,42,38
Christovao,60,61,49,64
I. Magnusson,60,63,44,65
M. Wintzheimer,53,55,31,58
K. Anzai,54,57,47,63
D. Mihajlovic,55,59,48,64
D. Emmanouilidis,55,65,36,61
P. Smyth,52,65,39,62
K. Kristinsson,61,67,57,66
D. Duhaney,51,57,44,59
L. Østigård,48,40,48,49
Lee Bum Soo,35,11,34,13
Yi Fan,32,17,30,27
Robert Sanchez,30,13,21,22
S. Macías,63,61,57,58
M. Egho,55,58,42,62
P. Pfeiffer,55,49,39,53
B. Anderson,51,63,35,62
L. Grimshaw,66,53,62,64
V. Vermeer,65,55,60,60
M. Kaasa,63,67,59,64
H. Al Shamrani,58,62,49,63
C. Sierra,73,59,59,71
E. Mensah,48,64,44,61
S. Baradji,54,56,40,55
M. Igonen,28,14,21,12
S. Galloway,56,62,46,58
D. Moreno,64,56,65,58
Zhang Cheng,58,48,60,59
Ma Xingyu,62,55,56,58
T. Mokwa,58,62,57,60
D. Lippert,55,54,36,62
Y. Tatsuta,68,66,64,69
M. Hjulmand,64,58,59,62
Y. Shimaya,54,66,57,65
J. Lotomba,60,59,46,61
Hiago,58,68,55,60
K. Scheidhauer,48,55,46,53
An Jin Beom,64,60,62,60
M. Kakuda,59,41,51,44
Kang Ji Yong,38,31,30,27
J. Gulley,60,55,54,55
C. Owens,68,66,66,65
N. Raskin,67,69,65,71
J. Bocanegra,56,70,46,63
Rubén Sánchez,49,48,45,55
Lee Min Soo,67,57,66,58
C. Castro,45,26,34,41
S. Ohlsson,60,67,52,66
F. Cambeses,17,11,21,10
L. Compagnucci,61,61,59,63
M. Cortesi,52,58,37,60
M. Borquez,27,12,20,15
M. Robinson,53,38,49,42
Z. Randriambololona,58,66,55,61
K. Finnbogason,48,53,40,59
J. Storey,51,34,30,50
G. Simeone,50,49,41,56
J. Jesgarzewski,67,46,56,61
T. Jacobsen,62,60,57,64
J. Allen,62,63,55,64
E. Bekiroglu,61,65,54,61
J. Benteke,57,54,53,57
J. Albert,48,25,29,43
A. Morkaya,75,60,63,58
A. Muric,32,17,37,22
W. Atkinson,59,60,58,62
L. Matarese,60,68,47,67
M. Ellis,51,34,50,51
S. Ayala,62,61,61,55
Bae Sin Yeong,66,56,63,60
E. Bytyqi,57,64,47,58
M. Lercher,58,58,56,55
J. Morias,48,64,26,60
F. Lesniak,62,58,60,61
A. Whiteman,27,12,25,23
W. Aimson,51,29,34,39
K. Al Barakah,53,53,48,54
Diego Ferraresso,61,67,54,58
T. Christensen,65,65,59,64
R. Aït Nouri,58,56,52,62
C. Robertson,52,34,46,45
A. Revell,52,43,23,48
R. Al Mousa,65,57,61,62
J. Rønningen,57,60,55,58
A. Bordin,67,60,65,64
C. Klarer,41,28,32,43
P. Stępiński,53,63,49,61
W. McDonald,56,62,53,62
M. Stamnestrø,66,62,63,66
F. Al Johani,52,61,37,58
S. Harrison,51,61,41,59
P. Klimala,51,60,39,59
K. Browne,50,35,43,45
Y. Diarra,62,64,54,65
A. Oxborough,29,14,30,24
M. Qvist,60,63,52,61
C. Good,58,37,53,55
M. Saito,54,74,52,69
K. Sterling,43,57,30,59
S. Davies,52,13,50,25
D. Imrie,57,60,47,59
D. Orellana,65,59,63,65
A. Borkovic,59,38,51,49
G. Vicario,27,12,27,14
A. Karadas,62,51,55,58
A. Madrid,64,61,61,64
M. Butcher,64,61,63,66
N. Gómez,61,62,56,65
G. Cardozo,53,38,42,45
J. Clarke,55,68,47,65
S. Benega,52,66,39,56
F. Sittsam,58,55,50,59
F. El Khoumisti,51,62,36,60
D. Rosales,57,54,54,56
T. Warschewski,44,55,39,60
F. Sgarbi,40,22,24,40
C. O'Grady,42,48,43,48
G. Hiwat,51,67,46,65
Jung Seon Ho,66,61,56,58
I. Meslier,32,16,37,19
J. Sánchez Purata,57,50,55,55
H. Daza,62,58,53,60
J. Mondragón,52,32,46,56
T. Fukumitsu,68,61,62,58
E. Cerna,60,65,50,62
S. Tka,45,39,42,45
A. Dales,56,67,56,58
E. Wichne,63,55,65,62
J. Simpson,40,37,36,39
J. Bamert,49,44,34,54
M. Kamekawa,52,58,41,59
B. Córdoba,67,68,53,65
M. Randall,64,56,65,62
A. Eisa,54,66,48,54
B. Dia,54,53,40,58
M. Maidana,52,49,32,58
F. Brown Forbes,56,65,47,67
Jo Soo Chul,67,60,66,61
S. Banza,52,58,35,56
T. Onozawa,60,54,61,57
J. Ndecky,57,60,43,58
L. Tupta,59,67,43,60
J. Pepper,51,44,56,50
M. Majrashi,56,64,43,63
D. Toköz,74,57,67,56
Guo Hao,58,62,53,60
K. Sekiguchi,56,65,50,66
K. Jacobs,69,57,65,65
M. Christensen,65,54,62,61
Lee Jeong Bin,62,55,56,60
R. Tulloch,53,50,41,63
L. Agüero,59,61,37,62
D. Meredith,55,52,52,58
M. Romero,57,62,27,61
J. Masson,65,52,54,56
B. Burns,61,60,55,62
B. Gilmour,69,64,70,62
Cheng Yuan,52,55,53,58
Kim Hyun Hun,42,33,32,44
Genaro,69,59,68,60
Y. Takahashi,55,37,49,49
B. Wilson,65,65,63,66
D. Heymans,63,62,60,64
C. Randall,66,64,65,61
C. Johnson,54,53,48,52
R. Nicolaisen,57,42,50,58
M. Nani,53,48,41,43
S. Otayf,65,66,62,63
H. Nakamura,60,57,55,58
M. Kryeziu,41,28,26,41
Park Hyeong Jin,57,59,49,62
A. Gallo,61,61,56,58
Baek Dong Gyu,53,45,54,43
R. Watson,28,15,26,19
A. Amadi-Holloway,58,60,52,64
D. Olave,55,47,43,48
R. Romero,60,71,63,62
B. Janošević,21,12,25,16
D. Sula,60,61,40,63
B. Hanlan,48,53,42,57
P. Wiesinger,60,54,58,60
C. Martin,65,56,58,58
Kuk Tae Jeong,49,57,37,58
D. Oberhauser,38,10,33,14
E. Kupen,47,61,38,58
D. Jarl,51,41,55,48
D. Carr,44,65,31,64
M. Diallo,48,51,26,56
L. Scherff,44,68,39,61
C. Brandeborn,62,64,60,63
M. Drennan,41,52,39,53
I. Djuric,50,42,63,48
M. Allende,59,72,62,72
M. Knudsen,66,62,63,65
T. Taiwo,66,53,62,62
L. Pizarro,63,63,61,64
M. Olsen Pettersen,20,10,18,15
A. Berry,58,54,52,55
H. Wingo,59,61,57,62
M. Taylor-Crossdale,56,65,41,63
C. Omeje,41,61,36,65
C. Vidal,33,28,28,35
F. Okenabirhie,49,62,42,63
J. Aguilera,61,65,58,63
S. Warmolts,59,46,48,53
D. Mantilla,62,61,54,63
P. Amond,47,56,37,56
M. Pałaszewski,63,57,59,61
M. Pavić,42,56,39,55
K. Hachisuka,57,58,45,63
B. Cooper,41,29,30,35
G. Damen,63,62,58,62
C. Rubio Sivodedov,64,62,62,63
J. Smith,53,61,56,60
M. Ndjoli,52,57,41,61
Manu Navarro,65,50,63,56
Javi Pérez,61,55,56,58
J. Wallens,29,13,21,22
A. Parisi,55,34,35,58
L. Yamaguchi,29,11,27,17
K. Tagawa,58,55,48,59
J. Herrera,45,57,37,64
P. Chato,60,52,53,56
E. Majetschak,70,55,64,61
H. Hope,53,49,37,53
Seo Jae Min,58,60,42,58
R. Durán,60,61,47,60
B. Adekanye,56,64,46,64
C. Baumgartner,70,60,65,64
Salcedo,38,14,34,30
L. Donnelly,61,56,46,52
S. Lauper,66,61,59,64
Anderson Emanuel,50,66,35,63
A. Balanta,64,49,51,57
C. Georges,56,69,39,62
W. Hajda,57,60,55,57
N. Petric,24,13,15,12
D. Kerschbaumer,55,62,53,61
R. Telfer,56,59,50,57
Otaño,17,6,23,18
D. Loader,56,64,41,61
J. Montaño,53,58,48,57
J. Marcinkowski,46,15,36,21
G. Herrem,45,55,33,62
I. Al Zubaidi,54,59,43,60
J. Calero,61,54,39,57
S. Perić,58,41,54,48
S. Raheriharimanana,68,59,63,61
R. Gül,56,68,43,65
I. Wilson,66,57,62,63
N. Al Dawsari,63,52,60,56
H. Al Maqati,61,60,55,59
K. Bigler,61,57,52,59
P. Berg,62,60,60,63
A. Zendejas,60,70,54,55
A. Karnuçu,64,57,59,55
D. Quaranta,40,40,38,40
T. Velaphi,33,11,22,15
N. Das,39,52,29,48
J. Durán,51,37,47,36
Rafael Zuchi,49,36,33,49
M. Vargas,38,22,31,21
O. Ural,36,62,27,67
S. Mustafa,61,58,58,60
M. Youssouf,64,60,52,55
S. Hart,47,69,42,46
M. Al Baqawi,57,54,53,53
J. Díaz,58,63,50,58
Liu Junshuai,26,20,35,36
H. Hankić,25,13,23,19
Jiang Zhe,65,62,63,61
G. Edmundson,46,33,42,37
M. Blauensteiner,56,58,50,56
K. Rauhut,21,14,26,20
A. Tripaldelli,42,65,41,55
B. Wilson,25,19,22,20
T. Kunimoto,61,65,52,61
V. Xenopoulos,24,10,29,11
B. Warland,39,38,22,53
M. Paes,20,10,23,16
R. Obermair,55,70,49,68
C. Palacios,59,59,54,58
L. O'Brien,34,20,23,23
D. Ochieng,53,48,56,51
W. Kurtovic,59,64,56,62
Yoo Seung Min,57,60,51,58
T. Freriks,47,50,35,57
Manu Moya,44,32,36,44
A. Södlund,63,64,52,61
M. Kurogi,61,54,58,58
K. Sessa,67,69,56,64
Sergio Tienza,27,10,29,14
K. Michalski,53,58,49,59
Carlos Vicente,57,62,51,63
B. Rowthorn,70,61,64,58
T. Fleckstein,60,49,48,55
D. Restrepo,64,57,54,60
S. Omeonga,65,63,61,65
D. N'Lundulu,50,56,37,57
D. Wanner,61,66,42,68
J. Zickert,61,60,59,61
Y. Ota,64,61,61,62
K. Velasco,57,64,49,63
A. Al Ruhaili,25,19,23,16
Lee Eun Beom,54,61,34,63
B. Diakité,59,39,53,51
C. Guy,65,59,54,58
D. Cruz,59,54,58,55
